code,events
1968003,Women's 50m Freestyle
1968005,Men's 100m Freestyle
1968010,Men's 200m Individual Medley
1968020,Men's Singles
1968035,Women's Individual
1968068,Men
1968081,Eventing Individual
1968081,Eventing Team
1968090,Dressage Individual
1968102,Eventing Individual
1968102,Eventing Team
1968108,Jumping Team
1968112,Eventing Individual
1968112,Eventing Team
1968115,Jumping Individual
1968115,Jumping Team
1968116,Eventing Individual
1968116,Eventing Team
1968118,Jumping Individual
1968118,Jumping Team
1968125,Jumping Individual
1968125,Jumping Team
1968185,Women's Individual
1968201,Men's Individual
1968205,Men
1968215,Men's 100m Freestyle
1968219,10m Air Rifle Women
1968222,Women's 100m Backstroke
1968256,Women's Individual
1968257,Women's Individual
1968258,Men's Individual
1968259,Men's Individual
1968268,Women's Speed
1968270,Men's Speed
1968271,Women's Boulder & Lead
1968272,Men's Boulder & Lead
1968285,Men
1968300,Men
1968309,Men's 100m
1968312,Women's Singles
1968312,Women's Team
1968312,Mixed Doubles
1968316,Men
1968317,Women
1968317,Women's All-Around
1968317,Women's Balance Beam
1968317,Women's Floor Exercise
1968317,Women's Uneven Bars
1968317,Women's Vault
1968317,Women's Team
1968336,Men
1968375,Men's +102kg
1968381,Men
1968402,Men
1968603,Men's Singles
1968635,Men
1968646,Men -66 kg
1968686,Men
1968691,Men
1968743,B-Girls
1968744,Men -80kg
1968845,Women
1968846,Women
1968847,Women
1968848,Women
1968850,Women
1968851,Women
1968853,Women
1968854,Women
1968855,Women
1968856,Women
1968857,Women
1968858,Women
1968860,Women
1968945,Women's 100m
1968949,Men
1968951,Men's +102kg
1968967,Men
1968994,Men
1969115,Men
1969121,Men's 100m
1969153,Women's Road Race
1969153,Women's Individual Time Trial
1969159,Women's Road Race
1969159,Women's Individual Time Trial
1969165,Women's Road Race
1969166,Women's Road Race
1969167,Women's Cross-country
1969169,Women's Cross-country
1969170,Women's Madison
1969173,Women's Madison
1969173,Women's Omnium
1969174,Women
1969176,Women
1969177,Women
1969178,Women's Keirin
1969178,Women's Sprint
1969178,Women's Team Sprint
1969179,Women's Team Sprint
1969180,Women's Keirin
1969180,Women's Sprint
1969180,Women's Team Sprint
1969181,Women
1969182,Men's Keirin
1969182,Men's Sprint
1969182,Men's Team Sprint
1969195,Men's Madison
1969196,Men's Road Race
1969199,Men's Road Race
1969199,Men's Individual Time Trial
1969202,Men's Road Race
1969203,Men's Keirin
1969203,Men's Sprint
1969203,Men's Team Sprint
1969204,Men's Team Sprint
1969212,Men
1969213,Men's Madison
1969213,Men's Omnium
1969216,Men's Madison
1969217,Men
1969218,Men's Team Sprint
1969239,Women's Sabre Individual
1969239,Women's Sabre Team
1969253,Men
1969283,"Men's 10,000m"
1969305,Women's Sabre Individual
1969305,Women's Sabre Team
1969315,Men
1969322,Men
1969324,Women's Sabre Team
1969332,Men's 100m
1969332,Men's 4 x 100m Relay
1969337,Women's Sabre Individual
1969337,Women's Sabre Team
1969351,Men's 100m
1969351,Men's 4 x 100m Relay
1969353,Men's Foil Individual
1969457,Women's 100m
1969457,Women's 4 x 100m Relay
1969461,Men -90 kg
1969546,Men
1969546,Men's Floor Exercise
1969546,Men's Horizontal Bar
1969546,Men's Parallel Bars
1969546,Men's Vault
1969547,Women's 200m
1969547,Women's 4 x 100m Relay
1969562,Women's Singles
1969603,Men
1969607,Women's 100m
1969607,Women's 4 x 100m Relay
1969628,Men's Épée Individual
1969716,Women
1969721,Men's Sabre Team
1969767,Men's Singles
1969769,Men's 100m
1969772,Men's Doubles
1969772,Men's Singles
1969785,Women's 100m
1969797,Men -73 kg
1969800,Mixed Doubles
1969815,Mixed Doubles
1969830,Men
1969964,Men
1970190,Women
1970190,Women's All-Around
1970190,Women's Balance Beam
1970190,Women's Floor Exercise
1970190,Women's Uneven Bars
1970190,Women's Vault
1970190,Women's Team
1970191,Women
1970191,Women's Balance Beam
1970191,Women's Floor Exercise
1970191,Women's Uneven Bars
1970191,Women's Vault
1970191,Women's Team
1970194,Women
1970194,Women's All-Around
1970194,Women's Balance Beam
1970194,Women's Floor Exercise
1970194,Women's Uneven Bars
1970194,Women's Vault
1970194,Women's Team
1970196,Women
1970196,Women's All-Around
1970196,Women's Balance Beam
1970196,Women's Floor Exercise
1970196,Women's Uneven Bars
1970196,Women's Vault
1970196,Women's Team
1970200,Women
1970200,Women's Balance Beam
1970200,Women's Floor Exercise
1970200,Women's Uneven Bars
1970200,Women's Vault
1970200,Women's Team
1970203,Men
1970203,Men's All-Around
1970203,Men's Floor Exercise
1970203,Men's Horizontal Bar
1970203,Men's Parallel Bars
1970203,Men's Pommel Horse
1970203,Men's Rings
1970203,Men's Vault
1970203,Men's Team
1970210,Men
1970210,Men's All-Around
1970210,Men's Floor Exercise
1970210,Men's Horizontal Bar
1970210,Men's Parallel Bars
1970210,Men's Pommel Horse
1970210,Men's Rings
1970210,Men's Vault
1970210,Men's Team
1970213,Men
1970213,Men's Floor Exercise
1970213,Men's Horizontal Bar
1970213,Men's Parallel Bars
1970213,Men's Pommel Horse
1970213,Men's Rings
1970213,Men's Vault
1970213,Men's Team
1970214,Men
1970214,Men's All-Around
1970214,Men's Floor Exercise
1970214,Men's Horizontal Bar
1970214,Men's Parallel Bars
1970214,Men's Pommel Horse
1970214,Men's Rings
1970214,Men's Vault
1970214,Men's Team
1970215,Men
1970215,Men's Floor Exercise
1970215,Men's Horizontal Bar
1970215,Men's Parallel Bars
1970215,Men's Pommel Horse
1970215,Men's Rings
1970215,Men's Vault
1970215,Men's Team
1970260,Women
1970262,Women
1970263,Women
1970264,Women
1970265,Women
1970266,Women
1970267,Women
1970268,Women
1970269,Women
1970272,Women
1970274,Women
1970277,Women
1970280,Women
1970291,Women
1970294,Women
1970295,Women
1970296,Women
1970300,Men's Foil Individual
1970338,Men
1970367,10m Air Rifle Men
1970367,50m Rifle 3 Positions Men
1970367,10m Air Rifle Mixed Team
1970495,Women's Skiff
1970497,Women's Windsurfing
1970500,Women's Dinghy
1970502,Men's Skiff
1970505,Men's Windsurfing
1970507,Men's Skiff
1970512,Mixed Multihull
1970514,Women's Skiff
1970517,Women's Kite
1970522,Mixed Multihull
1970524,Men's Dinghy
1970546,10m Air Pistol Men
1970546,25m Rapid Fire Pistol Men
1970548,Men's Marathon
1970572,10m Air Rifle Women
1970572,50m Rifle 3 Positions Women
1970572,10m Air Rifle Mixed Team
1970731,Men
1970765,Men's 800m
1970792,Men
1970796,Men
1970797,Men
1970800,Men
1970827,"Men's 10,000m"
1970827,Men's 5000m
1970870,Women
1970870,Women's Balance Beam
1970870,Women's Floor Exercise
1970870,Women's Uneven Bars
1970870,Women's Vault
1970870,Women's Team
1970891,Jumping Individual
1970891,Jumping Team
1970892,Eventing Individual
1970892,Eventing Team
1970896,Jumping Individual
1970896,Jumping Team
1970898,Eventing Individual
1970898,Eventing Team
1970905,Dressage Individual
1970905,Dressage Team
1970907,Dressage Individual
1970907,Dressage Team
1970910,Dressage Individual
1970910,Dressage Team
1970912,Eventing Individual
1970912,Eventing Team
1970917,Eventing Individual
1970917,Eventing Team
1970921,Dressage Team
1970925,Jumping Team
1971188,Women
1971368,Men's 100m Freestyle
1971438,Women's 100m Freestyle
1971542,Women
1971668,Men
1971678,Dressage Individual
1971678,Dressage Team
1971686,Women's 3000m Steeplechase
1971698,Men
1971702,Men's Cross-country
1971717,Men's 200m
1971723,Men
1971736,Women's Individual
1971736,Mixed Team
1971737,Men's Individual
1971737,Mixed Team
1971759,Women's 800m
1971874,Women
1971903,Women
1971904,Men
1971905,Men
1971909,Men
1971910,Men
1971911,Men
1971917,Men
1971919,Women
1971921,Men
1971922,Men
1971927,Women
1971929,Men
1971934,Men
1971940,Women
1971941,Men
1971942,Women
1971945,Women
1971948,Women
1971950,Women
1971952,Men
1971955,Women
1971956,Men
1971958,Women
1971960,Women
1971963,Men
1971965,Women
1971968,Men
1971973,Women
1971974,Women
1971975,Women
1971976,Men
1971978,Women
1971980,Men
1972005,Men
1972007,Men's 100m Freestyle
1972040,Men's 4 x 100m Relay
1972064,Men's 4 x 100m Relay
1972066,Men's 4 x 100m Relay
1972075,Women's 4 x 100m Relay
1972078,Women's 400m Hurdles
1972078,4 x 400m Relay Mixed
1972079,Men's 400m
1972084,Men's 4 x 100m Relay
1972087,Men's Marathon
1972088,Men's 800m
1972089,Men's Hammer Throw
1972090,Women's Discus Throw
1972090,Women's Shot Put
1972093,Women's Heptathlon
1972099,"Women's 10,000m"
1972102,Men's 5000m
1972105,"Women's 10,000m"
1972105,Women's 1500m
1972105,Women's 5000m
1972105,Women's Marathon
1972110,Women's Long Jump
1972111,Women's 4 x 100m Relay
1972113,Women's 200m
1972115,Women's 400m
1972115,Women's 4 x 400m Relay
1972115,4 x 400m Relay Mixed
1972116,4 x 400m Relay Mixed
1972117,Women's Discus Throw
1972117,Women's Shot Put
1972121,Women's 5000m
1972123,Men's 1500m
1972127,Women's Marathon
1972132,Men's 4 x 100m Relay
1972133,Men's 4 x 100m Relay
1972138,Men's Single Sculls
1972168,Men
1972171,Lightweight Men's Double Sculls
1972173,Men
1972180,Men
1972182,Men
1972183,Men
1972185,Men
1972186,Men
1972187,Men
1972189,Men
1972190,Men
1972191,Men
1972193,Men
1972196,Men
1972199,Men
1972203,Men
1972212,Men
1972226,Men's 1500m
1972229,Lightweight Men's Double Sculls
1972230,Women's Shot Put
1972233,Men's Marathon
1972234,4 x 400m Relay Mixed
1972236,Women's Heptathlon
1972240,Women's 400m Hurdles
1972247,Men's Decathlon
1972248,Women's 4 x 400m Relay
1972249,Women's 4 x 100m Relay
1972251,Women's 4 x 400m Relay
1972254,Women's 4 x 100m Relay
1972256,Men's 80kg
1972261,Men's 400m Hurdles
1972266,Men's Decathlon
1972268,Women's 100m Hurdles
1972274,Women's Heptathlon
1972275,Women's 100m Hurdles
1972277,Men's Pole Vault
1972288,Women's 4 x 400m Relay
1972291,Men's 51kg
1972293,Men's 63.5kg
1972309,Women's 75kg
1972337,Men -73 kg
1972341,Men's +92kg
1972343,Men's 92kg
1972344,Women's Individual
1972347,Men's 200m Butterfly
1972351,Women
1972352,Individual All-Around
1972355,Group All-Around
1972356,Group All-Around
1972357,Group All-Around
1972358,Group All-Around
1972360,Group All-Around
1972361,Men -60 kg
1972364,Men -81 kg
1972365,Men -90 kg
1972367,Men -100 kg
1972368,Men +100 kg
1972425,Men
1972512,Duet
1972513,Duet
1972514,Women's 10m Platform
1972515,Women's 10km
1972516,Women's 4 x 200m Freestyle Relay
1972516,Relay Only Athlete
1972517,Women's 4 x 100m Freestyle Relay
1972517,Relay Only Athlete
1972518,Women's 4 x 200m Freestyle Relay
1972518,Relay Only Athlete
1972519,Women's 4 x 100m Freestyle Relay
1972519,Women's 50m Freestyle
1972522,Women's 100m Freestyle
1972522,Women's 200m Individual Medley
1972522,Women's 4 x 100m Freestyle Relay
1972522,Women's 4 x 200m Freestyle Relay
1972522,Mixed 4 x 100m Medley Relay
1972523,Women's 100m Backstroke
1972524,Women's 50m Freestyle
1972525,Women's 100m Breaststroke
1972525,Women's 200m Breaststroke
1972526,Women's 100m Backstroke
1972527,Women's 100m Butterfly
1972527,Women's 4 x 100m Freestyle Relay
1972527,Mixed 4 x 100m Medley Relay
1972528,Women's 4 x 200m Freestyle Relay
1972528,Relay Only Athlete
1972542,Men's 100m Butterfly
1972543,Men's 100m Freestyle
1972545,Men's 100m Breaststroke
1972545,Men's 200m Breaststroke
1972545,Mixed 4 x 100m Medley Relay
1972546,Men's 100m Breaststroke
1972546,Men's 200m Breaststroke
1972549,Men's 50m Freestyle
1972550,Men's 100m Backstroke
1972550,Men's 200m Backstroke
1972550,Mixed 4 x 100m Medley Relay
1972551,Relay Only Athlete
1972567,Men
1972569,Men's 50m Freestyle
1972599,Men's 63.5kg
1972612,Women -52 kg
1972613,Women -48 kg
1972627,Women's Doubles
1972627,Mixed Doubles
1972634,Men's Doubles
1972634,Men's Singles
1972636,Women's Doubles
1972636,Women's Singles
1972643,Women's Singles
1972646,Men's Doubles
1972646,Men's Singles
1972646,Mixed Doubles
1973010,Women's 66kg
1973027,Men -80kg
1973052,Women's Foil Individual
1973077,Women
1973077,Women's All-Around
1973077,Women's Balance Beam
1973077,Women's Floor Exercise
1973077,Women's Uneven Bars
1973077,Women's Vault
1973077,Women's Team
1973084,Men
1973084,Men's Floor Exercise
1973084,Men's Horizontal Bar
1973084,Men's Parallel Bars
1973084,Men's Pommel Horse
1973084,Men's Rings
1973084,Men's Vault
1973084,Men's Team
1973086,Men
1973086,Men's All-Around
1973086,Men's Floor Exercise
1973086,Men's Horizontal Bar
1973086,Men's Parallel Bars
1973086,Men's Pommel Horse
1973086,Men's Rings
1973086,Men's Vault
1973086,Men's Team
1973090,Men
1973090,Men's All-Around
1973090,Men's Floor Exercise
1973090,Men's Horizontal Bar
1973090,Men's Parallel Bars
1973090,Men's Pommel Horse
1973090,Men's Rings
1973090,Men's Vault
1973090,Men's Team
1973092,Men
1973092,Men's Floor Exercise
1973092,Men's Horizontal Bar
1973092,Men's Parallel Bars
1973092,Men's Pommel Horse
1973092,Men's Rings
1973092,Men's Vault
1973092,Men's Team
1973101,Women
1973101,Women's Balance Beam
1973101,Women's Floor Exercise
1973101,Women's Uneven Bars
1973101,Women's Vault
1973101,Women's Team
1973102,Women
1973106,Women
1973106,Women's Balance Beam
1973106,Women's Floor Exercise
1973106,Women's Uneven Bars
1973106,Women's Vault
1973106,Women's Team
1973123,Women
1973123,Women's All-Around
1973123,Women's Balance Beam
1973123,Women's Floor Exercise
1973123,Women's Uneven Bars
1973123,Women's Vault
1973123,Women's Team
1973127,Women
1973127,Women's All-Around
1973127,Women's Balance Beam
1973127,Women's Floor Exercise
1973127,Women's Uneven Bars
1973127,Women's Vault
1973127,Women's Team
1973132,Men
1973132,Men's All-Around
1973132,Men's Floor Exercise
1973132,Men's Horizontal Bar
1973132,Men's Parallel Bars
1973132,Men's Pommel Horse
1973132,Men's Rings
1973132,Men's Vault
1973132,Men's Team
1973201,Men's Sabre Individual
1973201,Men's Sabre Team
1973202,Women's Sabre Individual
1973203,Men's Foil Individual
1973203,Men's Foil Team
1973205,Men's Sabre Individual
1973205,Men's Sabre Team
1973207,Men's Sabre Team
1973208,Women's Foil Team
1973209,Men's Sabre Individual
1973209,Men's Sabre Team
1973210,Men's Foil Individual
1973210,Men's Foil Team
1973211,Women's Foil Individual
1973211,Women's Foil Team
1973212,Men's Foil Team
1973213,Women's Foil Individual
1973213,Women's Foil Team
1973215,Men's Foil Individual
1973215,Men's Foil Team
1973217,Women's Épée Individual
1973218,Men's Épée Individual
1973219,Women's Foil Individual
1973219,Women's Foil Team
1973227,Men's 400m Hurdles
1973227,4 x 400m Relay Mixed
1973314,Women's Road Race
1973314,Women's Individual Time Trial
1973345,Men
1973355,Women's Synchronised 3m Springboard
1973385,Women's Individual Stroke Play
1973408,Women's Individual
1973408,Women's Team
1973409,Women's Individual
1973409,Women's Team
1973411,Women's Individual
1973411,Women's Team
1973411,Mixed Team
1973414,Men's Individual
1973414,Mixed Team
1973451,Women
1973456,Women
1973457,Women
1973459,Women
1973460,Women
1973461,Women
1973464,Women
1973467,Women
1973468,Women
1973469,Women
1973470,Women
1973471,Women
1973477,Women
1973564,Men's 100m Breaststroke
1973925,Eventing Individual
1973931,Women
1973934,Women
1973936,Eventing Individual
1973939,Women
1973942,Dressage Individual
1973994,Men's Triple Jump
1974002,Men
1974033,Women's 100m Hurdles
1974038,Men's 4 x 100m Relay
1974040,"Men's 10,000m"
1974040,Men's 5000m
1974048,Men's 800m
1974049,Men's 100m
1974049,Men's 4 x 100m Relay
1974065,Men's 4 x 100m Relay
1974072,Men's 100m
1974072,Men's 200m
1974072,Men's 4 x 100m Relay
1974087,Women's 4 x 400m Relay
1974090,Women's 1500m
1974096,Men's 100m
1974096,Men's 200m
1974096,Men's 4 x 100m Relay
1974097,Men's 3000m Steeplechase
1974102,Men's 20km Race Walk
1974102,Marathon Race Walk Relay Mixed
1974105,Women's Marathon
1974106,Women's 4 x 100m Relay
1974110,Men's 5000m
1974115,Men's 5000m
1974120,Women's 400m
1974120,Women's 4 x 400m Relay
1974131,Men's Hammer Throw
1974133,Women's 100m Hurdles
1974144,Women's 5000m
1974151,Men's Hammer Throw
1974152,Men's Hammer Throw
1974168,Women's 4 x 100m Relay
1974169,Women's 100m
1974169,Women's 200m
1974169,Women's 4 x 100m Relay
1974176,Men's Marathon
1974177,Men's Marathon
1974185,Men's 1500m
1974186,Marathon Race Walk Relay Mixed
1974192,Women's 100m
1974192,Women's 200m
1974192,Women's 4 x 100m Relay
1974201,Women's 3000m Steeplechase
1974203,Women's 4 x 100m Relay
1974207,Women's Shot Put
1974208,Men's 400m
1974212,Men's 4 x 100m Relay
1974215,Women's Pole Vault
1974216,Women's Pole Vault
1974233,Men's 1500m
1974237,Women's 1500m
1974242,Women's 4 x 400m Relay
1974247,Team
1974249,Team
1974253,Team
1974253,Duet
1974255,Team
1974256,Team
1974257,Team
1974260,Team
1974261,Team
1974261,Duet
1974263,Team
1974289,Men's 200m
1974290,Women's Hammer Throw
1974302,Women's 400m
1974302,Women's 4 x 400m Relay
1974304,Women's 800m
1974314,Women's 1500m
1974316,Women's 4 x 400m Relay
1974317,Women's 400m Hurdles
1974324,Men's 110m Hurdles
1974335,Men's Decathlon
1974349,Women's 3000m Steeplechase
1974672,Women
1974721,Men
1974724,Women
1974822,Men's 71kg
1974825,Women
1974835,Jumping Individual
1974835,Jumping Team
1974845,Dressage Individual
1974845,Dressage Team
1974850,Jumping Individual
1974850,Jumping Team
1974855,Eventing Individual
1974855,Eventing Team
1974858,Jumping Team
1974865,Dressage Individual
1974865,Dressage Team
1974875,Eventing Individual
1974875,Eventing Team
1974881,Jumping Individual
1974881,Jumping Team
1974883,Dressage Individual
1974883,Dressage Team
1974890,Eventing Individual
1974890,Eventing Team
1974898,Dressage Team
1974900,Eventing Individual
1974900,Eventing Team
1974905,Men's +92kg
1974913,Women
1974916,Women
1974918,Men
1974919,Women
1974922,Men
1974931,Men
1974933,Women
1974936,Men
1974938,Women
1974942,Women
1974944,Women
1974948,Men
1974950,Women
1974951,Men
1974952,Women
1974954,Women
1974957,Men
1974965,Women
1974979,Men
1974987,Men
1974988,Men
1974990,Women
1974993,Men
1974999,Women
1975000,Women
1975003,Men
1975006,Women
1975020,Women
1975054,Women's 60kg
1975075,Women
1975237,Men
1975390,Women
1975420,Men
1975454,Men
1975455,Men
1975465,Men
1975792,Mixed Dinghy
1975799,Men's Marathon
1975800,Men -73 kg
1975826,Men's 100m Butterfly
1975829,Women's 100m Freestyle
1975874,Men
1975874,Men's All-Around
1975874,Men's Floor Exercise
1975874,Men's Horizontal Bar
1975874,Men's Parallel Bars
1975874,Men's Pommel Horse
1975874,Men's Rings
1975874,Men's Vault
1975895,Women
1975895,Women's All-Around
1975895,Women's Balance Beam
1975895,Women's Floor Exercise
1975895,Women's Uneven Bars
1975895,Women's Vault
1975948,Women's 200m Freestyle
1975955,Women
1975967,Women
1975982,Women's 100m Freestyle
1975988,Women
1975991,Women
1976002,Women's Single Sculls
1976006,Women
1976010,Women
1976014,Women
1976022,Women
1976100,Men's 100m
1976238,Women
1976250,Men's Singles
1976306,Women's Pole Vault
1976319,Women
1976319,Women's All-Around
1976319,Women's Balance Beam
1976319,Women's Floor Exercise
1976319,Women's Uneven Bars
1976319,Women's Vault
1976333,Women
1976398,Men's Quadruple Sculls
